Zenith Azimuth source-H10-C2.dat
1.35000000000000e+002 2.40717711178368e+000 2.27415918703114e+000 2.09718716480148e+000 1.92015542001128e+000 1.77722479621628e+000 1.70660757549989e+000 1.74724506635266e+000 1.96891221188851e+000 2.68756103906471e+000 4.69354248834749e+000 1.50095038377445e-002 3.85839166493550e-003 1.91740724238400e-003 1.64066268689050e-003 
1.50000000000000e+002 2.40717711178368e+000 2.07412999351138e+000 1.78271907764240e+000 1.55432216025510e+000 1.40352198589296e+000 1.34491131114062e+000 1.39422486203943e+000 1.61122649382661e+000 2.27198075028951e+000 4.13299561430598e+000 1.36662410020710e-002 3.71284458266500e-003 1.96411580339100e-003 1.64066268689050e-003 
1.65000000000000e+002 2.40717711178368e+000 1.91948852348639e+000 1.55569018955473e+000 1.31602411560374e+000 1.17721455164279e+000 1.13136722051983e+000 1.19307164390935e+000 1.41973799046565e+000 2.06629389040771e+000 3.87530746815948e+000 1.31509178162175e-002 3.78427554154950e-003 2.05647871132150e-003 1.64066268689050e-003 
1.80000000000000e+002 2.40717711178368e+000 1.80451849010037e+000 1.40848661472828e+000 1.16447598932970e+000 1.03512194817741e+000 1.00503665430840e+000 1.08568234074190e+000 1.32973115746720e+000 1.98323875189221e+000 3.78710223182224e+000 1.32241823616630e-002 4.02809644074900e-003 2.18780212590500e-003 1.64066268689050e-003 
1.95000000000000e+002 2.40717711178368e+000 1.72786338144112e+000 1.31502727152160e+000 1.07659275918272e+000 9.60090180757864e-001 9.42306177383754e-001 1.03328014399853e+000 1.28853713386627e+000 1.95533454690366e+000 3.81183437467244e+000 1.35993049014655e-002 4.38024023862800e-003 2.32616453042050e-003 1.64066268689050e-003 
2.10000000000000e+002 2.40717711178368e+000 1.68800729261798e+000 1.26785417683198e+000 1.03288130642473e+000 9.22856090780519e-001 9.12175326475060e-001 1.01081174072780e+000 1.27562081649671e+000 1.95658390567806e+000 3.85536055499794e+000 1.39751294948780e-002 4.62506080429950e-003 2.40724290112850e-003 1.64066268689050e-003 
2.25000000000000e+002 2.40717711178368e+000 1.68397057896271e+000 1.26313125949036e+000 1.02852981947648e+000 9.19153852485749e-001 9.09169170799696e-001 1.00855534713774e+000 1.27431884389776e+000 1.95764037738361e+000 3.86205219520088e+000 1.40250470982935e-002 4.64344726867950e-003 2.41506971496050e-003 1.64066268689050e-003 
2.40000000000000e+002 2.40717711178368e+000 1.71564985870445e+000 1.30046909348736e+000 1.06305553343695e+000 9.48551558197549e-001 9.32987826681208e-001 1.02635735053887e+000 1.28456545740137e+000 1.95478996003521e+000 3.82321423362069e+000 1.37042378204360e-002 4.45938615298350e-003 2.35388294413850e-003 1.64066268689050e-003 
2.55000000000000e+002 2.40717711178368e+000 1.78384090483966e+000 1.38291825602121e+000 1.14026734375233e+000 1.01443369955262e+000 9.85984333419207e-001 1.06731552222883e+000 1.31456965851814e+000 1.97249202668556e+000 3.78772465880614e+000 1.32875598782235e-002 4.10328893728750e-003 2.22055359395350e-003 1.64066268689050e-003 
2.70000000000000e+002 2.40717711178368e+000 1.88998493704064e+000 1.51702609572514e+000 1.27410697391388e+000 1.13864865629608e+000 1.09763421871178e+000 1.16465947001031e+000 1.39372304188988e+000 2.03260760181866e+000 3.84188343630458e+000 1.31151414537775e-002 3.82811045072250e-003 2.08285548642600e-003 1.64066268689050e-003 
2.95000000000000e+002 2.40717711178368e+000 2.15559618449977e+000 1.90920486896166e+000 1.69351012903731e+000 1.54880669573362e+000 1.48015817668800e+000 1.52131933257410e+000 1.74957947553844e+000 2.42514127209251e+000 4.31143307627879e+000 1.41550139344640e-002 3.74019495217350e-003 1.93842780517450e-003 1.64066268689050e-003 
3.10000000000000e+002 2.40717711178368e+000 2.37599128671994e+000 2.26981497721333e+000 2.13530850397103e+000 2.00798972872045e+000 1.93865571556760e+000 1.97094559375877e+000 2.21308032144055e+000 2.96792797534566e+000 5.05636576761253e+000 1.60412601458860e-002 3.96369048025400e-003 1.91268634805750e-003 1.64066268689050e-003 
3.25000000000000e+002 2.40717711178368e+000 2.63203460563605e+000 2.76491819132817e+000 2.79423278764307e+000 2.75110705481072e+000 2.71188861094421e+000 2.75182904418477e+000 3.02589791034024e+000 3.92652195944936e+000 6.38120550699244e+000 1.94231691018630e-002 4.43040974160300e-003 1.92931904454650e-003 1.64066268689050e-003 
3.30000000000000e+002 2.40717711178368e+000 2.72328595432785e+000 2.95973002576565e+000 3.07882279329572e+000 3.09392277534179e+000 3.06903070814132e+000 3.12590233688438e+000 3.40541608690505e+000 4.37701838286221e+000 7.00966844528904e+000 2.09444130473880e-002 4.67570462617450e-003 1.95187512012000e-003 1.64066268689050e-003 
3.46000000000000e+002 2.40717711178368e+000 3.02298916682300e+000 3.68761909143875e+000 4.26485781462954e+000 4.62500849107455e+000 4.76849577989245e+000 4.86361620773190e+000 5.17778752997382e+000 6.41906265019262e+000 9.69834436528624e+000 2.75444925437505e-002 5.56255354915100e-003 2.01881151037200e-003 1.64066268689050e-003 
3.60000000000000e+002 2.40717711178368e+000 3.27493398684755e+000 4.42601479774737e+000 5.71828611010464e+000 6.77946557403592e+000 7.28189310180279e+000 7.39055761976515e+000 7.64994231121261e+000 9.08609248052943e+000 1.30275162589549e+001 3.53263492531201e-002 6.52227563406300e-003 2.09021283282350e-003 1.64066268689050e-003 
